MERCEDES BENZ;CAMION;ACTROS 2651 LS AT 12800CC TD 6X4;Publico;463700000;true;12809;2;DSL
MERCEDES BENZ;CAMION;ATEGO 1730 S MT 7200CC TD 4X2;Publico;329400000;true;7201;2;DSL
MERCEDES BENZ;CAMION;ACTROS 3363 S AT 15600CC TD 6X4;Publico;591600000;true;15569;2;DSL
MERCEDES BENZ;CAMION;OH 1318/51 MT 6000CC TD 4X2 [INT];Publico;120900000;true;5958;34;DSL
MERCEDES BENZ;CAMION;OH 1421/51 MT 6000CC TD 4X2 [INT];Publico;148000000;true;5958;34;DSL
MERCEDES BENZ;CAMION;OMC 1628/60 MT TD 4X2;Publico;241900000;true;2800;41;DSL
MERCEDES BENZ;CAMION;OH 1420 MT 6000CC TD 4X2 [INT];Publico;145100000;true;5958;34;DSL
MERCEDES BENZ;CAMION;OH 1636L MT 12000CC TD 4X2 [INT];Publico;325000000;true;11967;34;DSL
MERCEDES BENZ;CAMION;OH 1418 MT 4200CC TD 4X2 [INT];Publico;144400000;true;4249;34;DSL
MERCEDES BENZ;CAMION;O 500 U MT 6400CC TD 4X2;Publico;319900000;true;6374;39;DSL
MERCEDES BENZ;CAMION;O 500 RS BASICO MT 12000CC TD 4X2 [INT];Publico;410900000;true;11967;39;DSL
MERCEDES BENZ;CAMION;O 500 RS ABS MT 12000CC TD 4X2 [INT] [FULL];Publico;430400000;true;11967;39;DSL
MERCEDES BENZ;CAMION;OF 1218 MT 4200CC TD 4X2 [INT];Publico;209800000;true;4249;39;DSL
MERCEDES BENZ;CAMION;OH 1526 MT 6400CC TD 4X2 [INT];Publico;330000000;true;6374;43;DSL
MERCEDES BENZ;CAMION;OH 1626L MT 6400CC TD 4X2 [INT];Publico;329900000;true;6374;44;DSL
MERCEDES BENZ;CAMION;LO 916 MT 4800CC TD 4X2 [INT];Publico;269000000;true;4801;32;DSL
MERCEDES BENZ;CAMION;OF 1721/59 MT 6000CC TD 4X2 [INT];Publico;165300000;true;5958;36;DSL
MERCEDES BENZ;CAMION;OH 1526 MT 7200CC TD 4X2 [INT];Publico;398600000;true;7200;45;DSL
MERCEDES BENZ;CAMION;OF 1219 MT 4800CC TD 4X2 [INT];Publico;263100000;true;4800;41;DSL
MERCEDES BENZ;CAMION;O 500 RS 1836 AT 12000CC TD 4X2 [INT] ABS;Publico;562000000;true;11967;41;DSL
MERCEDES BENZ;CAMION;ATEGO 813/36 MT 4200CC TD 4X2 [INT];Publico;256700000;true;4249;31;DSL
MERCEDES BENZ;CAMION;ATEGO 1016 MT 4200CC 4X2 [INT];Publico;216600000;true;4249;38;DSL
MERCEDES BENZ;CAMION;O 500 RSD DOBLE PISO AT 12000CC TD 6X2 [INT] ABS;Publico;1086500000;true;11967;58;DSL
MERCEDES BENZ;CAMION;OF 917/40 MT 3900CC TD 4X2 [INT] ABS;Publico;281700000;true;3907;33;DSL
MERCEDES BENZ;CAMION;OF 917/48 MT 3900CC TD 4X2 [INT] ABS;Publico;332200000;true;3907;39;DSL
MERCEDES BENZ;CAMION;OH 1318/51 MT 6000CC TD 4X2 [URB];Publico;115000000;true;5958;40;DSL
MERCEDES BENZ;CAMION;OF 1721/59 MT 6000CC TD 4X2 [URB];Publico;146800000;true;5958;32;DSL
MERCEDES BENZ;CAMION;OF 1417/52 MT 4200CC TD 4X2 [URB];Publico;143900000;true;4249;32;DSL
MERCEDES BENZ;CAMION;OF 1722/59 MT 4800CC TD 4X2 [URB];Publico;159700000;true;4800;32;DSL
MERCEDES BENZ;CAMION;OH 1518 MT 4200CC TD 4X2 [URB];Publico;320000000;true;4200;50;DSL
MERCEDES BENZ;CAMION;ATEGO 1016 MT 4200CC 4X2 [URB];Publico;161600000;true;4249;33;DSL
MERCEDES BENZ;CAMION;O 500 M 1826 AT 7200CC TD 4X2 [URB];Publico;528200000;true;7201;80;DSL
MERCEDES BENZ;CAMION;ATEGO 813/36 MT 4200CC TD 4X2 [URB];Publico;225200000;true;4249;36;DSL
MERCEDES BENZ;CAMION;OH 1621L AT 4800CC TD 4X2 [URB];Publico;387900000;true;4801;50;DSL
MERCEDES BENZ;CAMION;OF 917/48 MT 3900CC TD 4X2 [URB] ABS;Publico;299200000;true;3907;33;DSL
MERCEDES BENZ;CAMION;LO 915/48 MT 4200CC TD 4X2 [INT];Publico;168900000;true;4249;25;DSL
MERCEDES BENZ;CAMION;LO 814 MT 4000CC TD 4X2 [INT];Publico;105500000;true;3972;22;DSL
MERCEDES BENZ;CAMION;LO 712/37 MT 4000CC TD 4X2 [INT];Publico;75400000;true;3972;22;DSL
MERCEDES BENZ;CAMION;LO 914 MT 4200CC TD 4X2 [INT];Publico;101800000;true;4249;27;DSL
MERCEDES BENZ;CAMION;ATEGO 813/36 MT 4200CC TD 4X2 [INT];Publico;231200000;true;4249;25;DSL
MERCEDES BENZ;CAMION;OF 917/40 MT 3900CC TD 4X2 [INT] ABS;Publico;263700000;true;3907;29;DSL
MERCEDES BENZ;CAMION;LO 814 MT 4000CC TD 4X2 [URB];Publico;101600000;true;3972;25;DSL
MERCEDES BENZ;CAMION;MB 800 MT 4000CC TD 4X2 [URB];Publico;65700000;true;3971;22;DSL
MERCEDES BENZ;CAMION;LO 914 MT 4200CC TD 4X2 [URB];Publico;96700000;true;4249;25;DSL
MERCEDES BENZ;CAMION;LO 915/48 MT 4200CC TD 4X2 [URB];Publico;158900000;true;4249;25;DSL
MERCEDES BENZ;CAMION;LO 712/37 MT 4000CC TD 4X2 [URB];Publico;69300000;true;3972;22;DSL
MERCEDES BENZ;CAMION;ATEGO 813/36 MT 4200CC TD 4X2 [URB];Publico;213200000;true;4249;27;DSL
MERCEDES BENZ;CAMION;SPRINTER 413 MT 2200CC TD 4X2 [INT] AA;Publico;132900000;true;2150;16;DSL
MERCEDES BENZ;CAMION;SPRINTER 313 MT 2200CC TD 4X2 [INT] [14PSJ];Publico;116000000;true;2150;14;DSL
MERCEDES BENZ;CAMION;SPRINTER 413 MT 2200CC TD 4X2 [INT];Publico;127900000;true;2150;16;DSL
MERCEDES BENZ;CAMION;SPRINTER 313 MT 2200CC TD 4X2 [INT] AA;Publico;113900000;true;2150;16;DSL
MERCEDES BENZ;CAMION;SPRINTER 313 MT 2200CC TD 4X2 [INT] [16PSJ];Publico;110900000;true;2150;16;DSL
MERCEDES BENZ;CAMION;SPRINTER 413 MT 2200CC TD 4X2 [INT] AA;Publico;139500000;true;2150;19;DSL
MERCEDES BENZ;CAMION;SPRINTER 412 MT 2900CC TD 4X2 [INT];Publico;92200000;true;2900;19;DSL
MERCEDES BENZ;CAMION;SPRINTER 515 MT 2200CC TD 4X2 [INT] [19PSJ];Publico;177800000;true;2146;19;DSL
MERCEDES BENZ;CAMION;SPRINTER 515 Euro V MT 2200CC TD 4X2 [INT] [19PSJ];Publico;217700000;true;2143;19;DSL
MERCEDES BENZ;CAMION;SPRINTER 415 SUSI MT 2200CC TD 4X2 [INT] [17PSJ] 2AA;Publico;163400000;true;2143;17;DSL
MERCEDES BENZ;CAMION;OF 917/40 MT 3900CC TD 4X2 [INT] ABS;Publico;238700000;true;3907;19;DSL
MERCEDES BENZ;CAMION;SPRINTER 516 SUSI MT 2100CC TD 4X2 [INT] [18PSJ];Publico;289300000;true;2143;17;DSL
MERCEDES BENZ;CAMION;SPRINTER 316 CDI MT 2100CC TD 4X2 [INT] [12PSJ];Publico;224300000;true;2143;12;DSL
MERCEDES BENZ;CAMION;SPRINTER 416 CDI MT 2100CC TD 4X2 [INT] [15PSJ];Publico;242200000;true;2143;15;DSL
MERCEDES BENZ;CAMION;SPRINTER 412 MT 2900CC TD 4X2 [URB];Publico;74600000;true;2900;19;DSL
MERCEDES BENZ;CAMION;SPRINTER 313 MT 2200CC TD 4X2 [URB];Publico;101200000;true;2150;16;DSL
MERCEDES BENZ;CAMION;SPRINTER 413 MT 2200CC TD 4X2 [URB];Publico;111200000;true;2150;19;DSL
MERCEDES BENZ;CAMION;SPRINTER 413 MT 2200CC TD 4X2 [URB] AA;Publico;122500000;true;2150;19;DSL
MERCEDES BENZ;CAMION;SPRINTER 314 MT 2300CC TD 4X2 [URB];Publico;104200000;true;2200;16;DSL
MERCEDES BENZ;CAMION;ATEGO 813/36 MT 4200CC TD 4X2 [URB];Publico;205200000;true;4249;19;DSL
MERCEDES BENZ;CAMION;MB 140D MT 2900CC DSL 4X2;Publico;67200000;true;2874;19;DSL
MERCEDES BENZ;AUTOMOVIL;MB 140D MT 2900CC;Particular;78400000;true;2874;14;DSL
MERCEDES BENZ;AUTOMOVIL;MB 100D MT 2900CC;Particular;77500000;true;2874;10;DSL
MERCEDES BENZ;AUTOMOVIL;V 280 [W638] MT 2800CC V6;Particular;102000000;true;2792;8;GSL
MERCEDES BENZ;AUTOMOVIL;V 280 [W638] AT 2800CC V6;Particular;105000000;true;2792;8;GSL
MERCEDES BENZ;AUTOMOVIL;VITO 115 CDI KOMBI MT 2150CC TD 9PSJ;Particular;110900000;true;2143;9;DSL
MERCEDES BENZ;AUTOMOVIL;VITO 114CDI TOURER MT 2150CC TD 8PSJ;Particular;128200000;true;2143;8;DSL
MERCEDES BENZ;AUTOMOVIL;V 220D [W447] TP 2150CC TD CT;Particular;246900000;true;2143;7;DSL
MERCEDES BENZ;AUTOMOVIL;VITO 111 CDI TOURER Euro V MT 1600CC TD 8PSJ;Particular;116500000;true;1598;8;DSL
MINI;AUTOMOVIL;COOPER R52 CABRIOLET MT 1600CC;Particular;82000000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R52 CABRIOLET TP 1600CC;Particular;84000000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R57 S CABRIOLET MT 1600CC T;Particular;99900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R57 CABRIOLET MT 1600CC;Particular;84900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R59 S ROADSTER TP 1600CC T;Particular;104900000;true;1598;2;GSL
MINI;AUTOMOVIL;COOPER R57 LCI JCW CABRIO CHILI TP 1600CC T;Particular;135900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R52 S CABRIOLET MT 1600CC;Particular;95000000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R57 S CABRIO CONNECTED MT 1600CC T;Particular;104900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R57 S CABRIO CONNECTED TP 1600CC T;Particular;109900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R59 JCW ROADSTER MT 1600CC T;Particular;135000000;true;1598;2;GSL
MINI;AUTOMOVIL;COOPER R57 CABRIOLET TP 1600CC;Particular;90900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER F57 S CABRIOLET CHILI TP 2000CC T;Particular;180900000;true;1998;4;GSL
MINI;AUTOMOVIL;COOPER F57 CABRIOLET PEEPER TP 1500CC T;Particular;137000000;true;1499;4;GSL
MINI;AUTOMOVIL;COOPER F57 JCW CABRIOLET CHILI TP 2000CC T TC;Particular;199900000;true;1998;4;GSL
MINI;AUTOMOVIL;COOPER F57 LCI S CABRIOLET ICONIC TP 2000CC T;Particular;187900000;true;1998;4;GSL
MINI;AUTOMOVIL;COOPER R50 STD COUPE MT 1600CC;Particular;60000000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R56 S COUPE TP 1600CC 3P T;Particular;94900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R56 S COUPE MT 1600CC 3P T;Particular;79900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R56 S COUPE MT 1600CC 3P T TC CT;Particular;102900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R56 1.6 COUPE MT 1600CC 3P CT;Particular;71900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R56 JOHN COOPER WORKS COUPE MT 1600CC 3P T TC CT;Particular;108900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R56 1.6 COUPE TP 1600CC 3P;Particular;66900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R56 1.6 COUPE MT 1600CC 3P;Particular;62900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R56 S COUPE TP 1600CC 3P T TC CT;Particular;98900000;true;1598;4;GSL
MINI;AUTOMOVIL;CLUBMAN R55 COOPER MT 1600CC 5P;Particular;69900000;true;1598;5;GSL
MINI;AUTOMOVIL;CLUBMAN R55 COOPER S MT 1600CC 5P T;Particular;94900000;true;1598;5;GSL
MINI;AUTOMOVIL;COUNTRYMAN R60 COOPER S ALL4 TP 1600CC 5P T CT TC;Particular;145100000;true;1598;5;GSL
MINI;AUTOMOVIL;COUNTRYMAN R60 COOPER S ALL4 TP 1600CC 5P T;Particular;142200000;true;1598;5;GSL
MINI;AUTOMOVIL;COUNTRYMAN R60 COOPER CHILI MT 1600CC 5P;Particular;115700000;true;1598;5;GSL
MINI;AUTOMOVIL;COUNTRYMAN R60 COOPER S CHILI MT 1600CC 5P;Particular;130500000;true;1598;5;GSL
MINI;AUTOMOVIL;COOPER R56 1.6 COUPE TP 1600CC CT;Particular;81900000;true;1598;4;GSL
MINI;AUTOMOVIL;COUNTRYMAN R60 COOPER S CHILI TP 1600CC CT;Particular;135900000;true;1598;5;GSL
MINI;AUTOMOVIL;COOPER R56 LCI CONNECTED MT 1600CC 3P;Particular;76900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R56 LCI JCW JALAPEÑO MT 1600CC 3P T TC CT;Particular;109900000;true;1598;4;GSL
MINI;AUTOMOVIL;COUNTRYMAN R60 COOPER CHILI TP 1600CC 5P;Particular;120700000;true;1598;5;GSL
MINI;AUTOMOVIL;COUNTRYMAN R60 COOPER S ALL4 CHILI MT 1600CC 5P T;Particular;139000000;true;1598;5;GSL
MINI;AUTOMOVIL;COOPER R61 S PACEMAN CONNECTED TP 1600CC 3P T;Particular;104900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R56 LCI S CONNECTED MT 1600CC 3P T;Particular;89900000;true;1598;4;GSL
MINI;AUTOMOVIL;CLUBMAN R55 COOPER S JCW MT 1600CC 5P T;Particular;107700000;true;1598;5;GSL
MINI;AUTOMOVIL;COOPER R56 LCI JCW JALAPEÑO TP 1600CC 3P T TC CT;Particular;114900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER R58 S COUPE TP 1600CC T;Particular;93900000;true;1598;2;GSL
MINI;AUTOMOVIL;CLUBMAN R55 COOPER S TP 1600CC 5P T;Particular;99900000;true;1598;5;GSL
MINI;AUTOMOVIL;COOPER F56 COUPE PEEPER TP 1500CC T;Particular;131800000;true;1499;4;GSL
MINI;AUTOMOVIL;COOPER F56 S COUPE TP 2000CC T;Particular;130000000;true;1998;4;GSL
MINI;AUTOMOVIL;COOPER F56 S COUPE PEPPER TP 2000CC T;Particular;134900000;true;1998;4;GSL
MINI;AUTOMOVIL;COOPER F56 COUPE SALT MT 1500CC T;Particular;115900000;true;1499;4;GSL
MINI;AUTOMOVIL;COOPER F56 COUPE SALT TP 1500CC T;Particular;123900000;true;1499;4;GSL
MINI;AUTOMOVIL;COOPER R56 LCI JCW GP MT 1600CC T;Particular;139900000;true;1598;4;GSL
MINI;AUTOMOVIL;COOPER F55 PEPPER TP 1500CC T 5P;Particular;127900000;true;1499;5;GSL
MINI;AUTOMOVIL;COOPER R58 S JCW MT 1600CC T 3P;Particular;119900000;true;1598;2;GSL
MINI;AUTOMOVIL;COOPER F55 S COOPER CHILI TP 2000CC T 5P;Particular;131900000;true;1995;5;GSL
MINI;AUTOMOVIL;COOPER F56 JCW TP 2000CC T 3P;Particular;143900000;true;1998;4;GSL
MINI;AUTOMOVIL;COOPER F55 S COOPER PEEPER TP 2000CC T 5P;Particular;118900000;true;1998;5;GSL
MINI;AUTOMOVIL;COOPER F55 SALT MT 1500CC T 5P;Particular;122900000;true;1499;5;GSL
MINI;AUTOMOVIL;COOPER F55 SALT TP 1500CC T 5P;Particular;126900000;true;1499;5;GSL
MINI;AUTOMOVIL;COOPER F56 S COUPE CHILI MT 2000CC T CT;Particular;137200000;true;1998;4;GSL
MINI;AUTOMOVIL;CLUBMAN F54 PEEPER TP 1500CC T 6P;Particular;145200000;true;1499;5;GSL
MINI;AUTOMOVIL;CLUBMAN F54 COOPER S TP 2000CC T 6P;Particular;160900000;true;1998;5;GSL
MINI;AUTOMOVIL;COOPER F56 S COUPE CHILI TP 2000CC T CT;Particular;145100000;true;1998;4;GSL
MINI;AUTOMOVIL;COUNTRYMAN R60 COOPER ALL4 PEEPER TP 1600CC 5P;Particular;138200000;true;1598;5;GSL
MINI;AUTOMOVIL;COUNTRYMAN F60 COOPER S CHILI TP 2000CC T 5P CT;Particular;153600000;true;1998;5;GSL
MINI;AUTOMOVIL;COUNTRYMAN F60 COOPER PEEPER TP 1500CC T 5P;Particular;134900000;true;1499;5;GSL
MINI;AUTOMOVIL;COOPER F56 S COUPE PEPPER MT 2000CC T;Particular;132600000;true;1998;4;GSL
MINI;AUTOMOVIL;COUNTRYMAN F60 COOPER S CHILI ALL4 TP 2000CC T CT;Particular;162500000;true;1998;5;GSL
MINI;AUTOMOVIL;COOPER F55 S COOPER SALT TP 2000CC T 5P;Particular;116900000;true;1998;5;GSL
MINI;AUTOMOVIL;COUNTRYMAN F60 COOPER S E CHILI ALL4 TP 1500CC T 5P CT TC;Particular;171600000;true;1499;5;HBD
MINI;AUTOMOVIL;COUNTRYMAN F60 COOPER S JCW ALL4 TP 2000CC T 5P CT TC;Particular;191700000;true;1998;5;GSL
MINI;AUTOMOVIL;CLUBMAN F54 JCW ALL4 TP 2000CC T CT TC 6P;Particular;198900000;true;1998;5;GSL
MINI;AUTOMOVIL;COOPER F56 edicion 60 años aniversario TP 1500CC T TC;Particular;131500000;true;1499;4;GSL
MINI;AUTOMOVIL;COOPER F56 JCW GP TP 2000CC T TC;Particular;209900000;true;1998;2;GSL
MINI;AUTOMOVIL;COUNTRYMAN F60 COOPER S E PEEPER ALL4 TP 1500CC T 5P CT;Particular;159800000;true;1499;5;HBD
MINI;AUTOMOVIL;COUNTRYMAN F60 LCI COOPER S E CLASSIC ALL4 TP 1500CC T 5P CT;Particular;166700000;true;1499;5;HBD
MINI;AUTOMOVIL;COUNTRYMAN F60 LCI COOPER S E ICONIC ALL4 TP 1500CC T 5P CT TC;Particular;173900000;true;1499;5;HBD
MINI;AUTOMOVIL;COUNTRYMAN F60 LCI COOPER S CLASSIC TP 2000CC T 5P CT;Particular;139100000;true;1998;5;GSL
MINI;AUTOMOVIL;COUNTRYMAN F60 LCI COOPER S ICONIC TP 2000CC T 5P CT;Particular;157900000;true;1998;5;GSL
MINI;AUTOMOVIL;COUNTRYMAN F60 LCI COOPER CLASSIC TP 1500CC T 5P;Particular;142900000;true;1499;5;GSL
MINI;AUTOMOVIL;COUNTRYMAN F60 LCI JCW ALL4 ICONIC TP 2000CC T CT;Particular;201900000;true;1998;5;GSL
MINI;AUTOMOVIL;COOPER F56 LCI SE ICONIC AT CT TC;Particular;169900000;true;0;4;ELT
MINI;AUTOMOVIL;COOPER F56 LCI CLASSIC TP 1500CC T;Particular;124900000;true;1499;4;GSL
MINI;AUTOMOVIL;COOPER F56 LCI S CLASSIC TP 2000CC T CT;Particular;135900000;true;1998;4;GSL
MINI;AUTOMOVIL;COOPER F56 LCI JCW ICONIC TP 2000CC T CT;Particular;171900000;true;1998;4;GSL
MINI;AUTOMOVIL;COOPER F55 LCI S CLASSIC TP 2000CC T CT;Particular;139900000;true;1998;5;GSL
MINI;AUTOMOVIL;COOPER F55 LCI CLASSIC TP 1500CC T CT;Particular;128900000;true;1499;5;GSL
MINI;AUTOMOVIL;COUNTRYMAN F60 LCI COOPER S ALL4 ICONIC TP 2000CC T CT;Particular;170900000;true;1998;5;GSL
MINI;AUTOMOVIL;COOPER F56 LCI JCW SPITFIRE TP 2000CC T CT;Particular;158900000;true;1998;4;GSL
MINI;AUTOMOVIL;MiniCord BX STANDAR MT 1000CC;Particular;35000000;true;998;4;GSL
MINI;AUTOMOVIL;MiniCord BA LUJO MT 1000CC AA;Particular;38000000;true;998;4;GSL
MINI;AUTOMOVIL;MiniCord JOHN COOPER MT 1000CC AA;Particular;41000000;true;998;4;GSL
MINI;AUTOMOVIL;Mini COOPER COUPE MT 1000CC;Particular;43700000;true;998;4;GSL
MINI;AUTOMOVIL;Mini COOPER 1300 COUPE MT 1300CC 2P;Particular;53800000;true;1275;4;GSL
MERCURY;AUTOMOVIL;CAPRI [3] ROADSTER AT 1600CC;Particular;43000000;true;1600;5;GSL
MERCURY;AUTOMOVIL;SABLE [2] LS AT 3000CC;Particular;38000000;true;3000;5;GSL
MERCURY;AUTOMOVIL;SABLE [2] LS AT 3800CC;Particular;35000000;true;3800;5;GSL
MERCURY;AUTOMOVIL;SABLE [2] GS AT 3000CC;Particular;31500000;true;3800;5;GSL
MERCURY;AUTOMOVIL;MARINER 3.0 AT 3000CC 4X4;Particular;68800000;true;3000;5;GSL
MERCURY;AUTOMOVIL;VILLAGER [1] GS AT 3000CC;Particular;50000000;true;3000;7;GSL
MG;AUTOMOVIL;3 STD MT 1300CC 5P;Particular;56000000;true;1343;5;GSL
MG;AUTOMOVIL;3 STD TP 1300CC 5P;Particular;60300000;true;1343;5;GSL
MG;AUTOMOVIL;3 COMFORT MT 1500CC 5P;Particular;61400000;true;1498;5;GSL
MG;AUTOMOVIL;3 COMFORT TP 1500CC 5P;Particular;66000000;true;1498;5;GSL
MG;AUTOMOVIL;6 STD MT 1800CC 5P;Particular;55500000;true;1796;5;GSL
MG;AUTOMOVIL;6 COMFORT TP 1800CC 5P;Particular;65900000;true;1796;5;GSL
MG;AUTOMOVIL;6 DELUXE MT 1800CC T 5P;Particular;62600000;true;1796;5;GSL
MG;AUTOMOVIL;6 DELUXE TP 1800CC T 5P;Particular;69900000;true;1796;5;GSL
MG;AUTOMOVIL;6 GRAN DELUXE TP 1800CC T 5P;Particular;73500000;true;1796;5;GSL
MG;AUTOMOVIL;5 COMFORT TP 1500CC 5P CT;Particular;53000000;true;1498;5;GSL
MG;AUTOMOVIL;3 XROSS COMFORT MT 1500CC 5P 2AB;Particular;59500000;true;1498;5;GSL
MG;AUTOMOVIL;3 XROSS LUXURY TP 1500CC 5P 6AB;Particular;64000000;true;1498;5;GSL
MG;AUTOMOVIL;5 COMFORT MT 1500CC 5P CT;Particular;50000000;true;1498;5;GSL
MG;AUTOMOVIL;5 STD MT 1500CC 5P;Particular;48000000;true;1498;5;GSL
MG;AUTOMOVIL;5 LUXURY TP 1500CC 5P CT TC;Particular;59000000;true;1498;5;GSL
MG;AUTOMOVIL;3 STD MT 1500CC 5P;Particular;58000000;true;1498;5;GSL
MG;AUTOMOVIL;350 STD MT 1500CC 4P;Particular;64100000;true;1498;5;GSL
MG;AUTOMOVIL;350 STD TP 1500CC 4P;Particular;67700000;true;1498;5;GSL
MG;AUTOMOVIL;350 COMFORT MT 1500CC 4P;Particular;67000000;true;1498;5;GSL
MG;AUTOMOVIL;350 COMFORT TP 1500CC 4P;Particular;72800000;true;1498;5;GSL
MG;AUTOMOVIL;350 DELUXE TP 1500CC 4P;Particular;81600000;true;1498;5;GSL
MG;AUTOMOVIL;550 STD MT 1800CC 4P;Particular;54000000;true;1796;5;GSL
MG;AUTOMOVIL;550 STD TP 1800CC 4P;Particular;59700000;true;1796;5;GSL
MG;AUTOMOVIL;550 DELUXE MT 1800CC T 4P;Particular;63000000;true;1796;5;GSL
MG;AUTOMOVIL;550 DELUXE TP 1800CC T 4P;Particular;70000000;true;1796;5;GSL
MG;AUTOMOVIL;550 GRAN DELUXE TP 1800CC T 4P;Particular;72000000;true;1796;5;GSL
MG;AUTOMOVIL;750 ELEGANCE TP 2500CC 4P;Particular;87000000;true;2497;5;GSL
MG;AUTOMOVIL;350 DELUXE MT 1500CC 4P;Particular;78600000;true;1498;5;GSL
MG;AUTOMOVIL;GT STD MT 1500CC 4P;Particular;48000000;true;1498;5;GSL
MG;AUTOMOVIL;GT STD AT 1500CC 4P;Particular;54000000;true;1498;5;GSL
MG;AUTOMOVIL;GT COM TP 1400CC T CT 4P;Particular;58000000;true;1399;5;GSL
MG;AUTOMOVIL;6 [2] STD MT 1500CC T;Particular;79000000;true;1490;5;GSL
MG;AUTOMOVIL;6 [2] COMFORT MT 1500CC T;Particular;89000000;true;1490;5;GSL
MG;AUTOMOVIL;6 [2] COMFORT TP 1500CC T CT;Particular;92900000;true;1490;5;GSL
MG;AUTOMOVIL;6 [2] GRAN DELUXE TP 1500CC T CT;Particular;101900000;true;1490;5;GSL
MG;AUTOMOVIL;GS STD MT 1500CC T;Particular;75000000;true;1490;5;GSL
MG;AUTOMOVIL;ZS STD MT 1500CC;Particular;77900000;true;1498;5;GSL
MG;AUTOMOVIL;ZS STD TP 1500CC;Particular;87900000;true;1498;5;GSL
MG;AUTOMOVIL;ZS COM MT 1500CC;Particular;86900000;true;1498;5;GSL
MG;AUTOMOVIL;ZS COM TP 1500CC;Particular;99900000;true;1498;5;GSL
MG;AUTOMOVIL;ZS EV AT 105KW CT;Particular;143000000;true;0;5;ELT
MITSUBISHI;AUTOMOVIL;ECLIPSE [4] GS CONVERTIBLE AT 2400CC COUPE;Particular;82500000;true;2400;4;GSL
MITSUBISHI;AUTOMOVIL;ECLIPSE [1] GSX MT 2000CC T 3P;Particular;62400000;true;2000;4;GSL
MITSUBISHI;AUTOMOVIL;COLT GLX MT 1500CC;Particular;38300000;true;1500;5;GSL
MITSUBISHI;AUTOMOVIL;3000 GT DOHC MT 3000CC;Particular;95700000;true;3000;4;GSL
MITSUBISHI;AUTOMOVIL;COLT GLXI MT 1600CC;Particular;41000000;true;1600;5;GSL
MITSUBISHI;AUTOMOVIL;COLT GLXI AT 1600CC;Particular;43700000;true;1600;5;GSL
MITSUBISHI;AUTOMOVIL;COLT GL MT 1300CC;Particular;36700000;true;1300;5;GSL
MITSUBISHI;AUTOMOVIL;ECLIPSE [2] GS-T AT 2000CC T 3P;Particular;69800000;true;2000;4;GSL
MITSUBISHI;AUTOMOVIL;ECLIPSE [4] GT V6 TP 3800CC COUPE;Particular;98000000;true;3828;4;GSL
MITSUBISHI;AUTOMOVIL;LANCER [9] SPORTBACK GTS AT 2400CC 5P;Particular;67500000;true;2360;5;GSL
MITSUBISHI;AUTOMOVIL;MIRAGE 1.2L AT 1200CC 5P 2AB;Particular;43500000;true;1193;5;GSL
MITSUBISHI;AUTOMOVIL;MIRAGE 1.2L MT 1200CC 5P 2AB;Particular;40900000;true;1193;5;GSL
MITSUBISHI;AUTOMOVIL;iMiEV iMiEV AT 49KW ELECTRICO;Particular;84900000;true;0;4;ELT
MITSUBISHI;AUTOMOVIL;LANCER [6] GL AT 1300CC;Particular;27600000;true;1300;5;GSL
MITSUBISHI;AUTOMOVIL;LANCER [6] GL MT 1300CC;Particular;25900000;true;1300;5;GSL
MITSUBISHI;AUTOMOVIL;SIGMA V6 AT 3000CC;Particular;69800000;true;3000;5;GSL
MITSUBISHI;AUTOMOVIL;LANCER [6] GLX AT 1500CC;Particular;30000000;true;1500;5;GSL
MITSUBISHI;AUTOMOVIL;GALANT [7] SS AT 2000CC;Particular;50400000;true;2000;5;GSL
MITSUBISHI;AUTOMOVIL;GALANT [7] VR MT 2000CC;Particular;48300000;true;2000;5;GSL
MITSUBISHI;AUTOMOVIL;GALANT [7] VR AT 2000CC;Particular;51800000;true;2000;5;GSL
MITSUBISHI;AUTOMOVIL;LANCER [7] GL MT 1300CC;Particular;28600000;true;1300;5;GSL
MITSUBISHI;AUTOMOVIL;LANCER [7] GLX AT 1600CC;Particular;33700000;true;1600;5;GSL
MITSUBISHI;AUTOMOVIL;LANCER [7] GLX MT 1600CC;Particular;32100000;true;1600;5;GSL
