FORD;AUTOMOVIL;RANGER LIMITED MT 3200CC TD 4X4;Particular;121300000;true;3198;5;DSL
FORD;AUTOMOVIL;RANGER XLT MT 2200CC TD 4X4;Particular;106800000;true;2198;5;DSL
FORD;AUTOMOVIL;F150 [12] PLATINUM AT 5000CC V8 4X4;Particular;104900000;true;5000;5;GSL
FORD;AUTOMOVIL;F150 [12] FX4 AT 3500CC 4X4;Particular;97600000;true;3496;5;GSL
FORD;AUTOMOVIL;RANGER LIMITED TP 3200CC TD 4X4;Particular;137500000;true;3198;5;DSL
FORD;AUTOMOVIL;RANGER XL MT 2200CC TD 4X4;Particular;100800000;true;2198;5;DSL
FORD;AUTOMOVIL;F150 [13] LARIAT TP 3500CC 4X4;Particular;173000000;true;3496;5;GSL
FORD;AUTOMOVIL;F150 [13] XLT TP 3500CC 4X4;Particular;136400000;true;3496;5;GSL
FORD;AUTOMOVIL;RANGER XLS MT 3200CC TD 4X4;Particular;110600000;true;3198;5;DSL
FORD;AUTOMOVIL;RANGER [5] [FL] LIMITED TP 3200CC TD 4X4;Particular;208000000;true;3198;5;DSL
FORD;AUTOMOVIL;RANGER XLT SUPERCAB MT 3000CC V6 4X2;Particular;110000000;true;2957;5;GSL
FORD;AUTOMOVIL;F150 [13] SVT RAPTOR [SUPERCREW] TP 3500CC T 4X4;Particular;265000000;true;3496;5;GSL
FORD;AUTOMOVIL;RANGER [5] [FL] XLS MT 3200CC TD 4X4;Publico;160000000;true;3198;5;DSL
FORD;AUTOMOVIL;RANGER [5] [FL] XLS MT 2500CC 4X2;Particular;129000000;true;2488;5;GSL
FORD;AUTOMOVIL;F150 [13] [FL] LARIAT TP 3500CC 4X4;Particular;189000000;true;3496;5;GSL
FORD;AUTOMOVIL;RANGER [5] [FL] XLT TP 3200CC TD 4X4;Particular;183000000;true;3198;5;DSL
FORD;AUTOMOVIL;F150 [13] [FL] LARIAT SPORT TP 3500CC 4X4;Particular;245000000;true;3496;5;GSL
FORD;AUTOMOVIL;F150 [13] [FL] PLATINUM TP 3500CC 4X4;Particular;255000000;true;3496;5;GSL
FORD;AUTOMOVIL;RANGER [5] [FL] RAPTOR TP 2000CC TD 4X4;Particular;275000000;true;1996;5;DSL
FORD;AUTOMOVIL;RANGER [5] [FL] XL MT 3200CC TD 4X4;Particular;152000000;true;3198;5;DSL
FORD;AUTOMOVIL;F150 [14] RAPTOR [SUPERCREW] TP 3500CC T 4X4;Particular;330000000;true;3496;5;GSL
FORD;AUTOMOVIL;F150 [9] LARIAT AT 5000CC 4X2;Particular;40000000;true;5000;3;GSL
FORD;AUTOMOVIL;F150 [7] XLT AT 5000CC 4X2;Particular;38300000;true;5000;3;GSL
FORD;AUTOMOVIL;F100 [6] XLT MT 5800CC 4X4;Particular;34500000;true;5800;3;GSL
FORD;AUTOMOVIL;F150 [9] XLT [FLARE SIDE] AT 5000CC 4X2;Particular;40000000;true;5000;3;GSL
FORD;AUTOMOVIL;F150 [10] XL [STYLE SIDE] MT 5400CC 4X2;Particular;51500000;true;5400;3;GSL
FORD;AUTOMOVIL;F150 [9] XLT AT 5000CC 4X2;Particular;39400000;true;5000;3;GSL
FORD;AUTOMOVIL;F150 [9] XL MT 5000CC 4X4;Particular;39100000;true;5000;3;GSL
FORD;AUTOMOVIL;F150 [9] XLT AT 5000CC 4X4;Particular;42000000;true;5000;3;GSL
FORD;AUTOMOVIL;F150 [10] XL [STYLE SIDE] [SCAB] AT 4600CC 4X2;Particular;59600000;true;4600;4;GSL
FORD;AUTOMOVIL;RANGER [3] XL MT 2300CC 4X2;Particular;44400000;true;2300;3;GSL
FORD;AUTOMOVIL;F150 [10] XLT Lariat [STYLE SIDE] AT 5400CC 4X2;Particular;56600000;true;5400;3;GSL
FORD;AUTOMOVIL;F150 [10] XLT [FLARE SIDE] AT 4600CC 4X2;Particular;55200000;true;4600;3;GSL
FORD;AUTOMOVIL;RANGER [3] XLT MT 2500CC 4X2 AA USA;Particular;47500000;true;2500;3;GSL
FORD;AUTOMOVIL;RANGER [3] XL MT 2500CC 4X2;Particular;46400000;true;2500;3;GSL
FORD;AUTOMOVIL;F250 [10] XL [FLARE SIDE] AT 5400CC 4X4;Particular;77900000;true;5400;3;GSL
FORD;AUTOMOVIL;F150 [9] XL AT 5000CC 4X4;Particular;41500000;true;5000;3;GSL
FORD;AUTOMOVIL;RANGER XL F26PS9 MT 2600CC 4X4;Particular;53100000;false;2600;3;GSL
FORD;AUTOMOVIL;RANGER XL F26CS9 MT 2600CC 4X4;Particular;52200000;false;2600;3;GSL
FORD;AUTOMOVIL;RANGER XL F22CS9 MT 2200CC 4X2;Particular;39400000;false;2200;3;GSL
FORD;AUTOMOVIL;F150 [10] XLT Lariat [FLARE SIDE] [SCAB] AT 5400CC 4X4;Particular;72800000;true;5400;3;GSL
FORD;AUTOMOVIL;F150 [10] XLT [FLARE SIDE] MT 4600CC 4X2;Particular;51700000;true;4600;3;GSL
FORD;AUTOMOVIL;F150 [10] XLT Lariat [FLARE SIDE] AT 5400CC 4X4;Particular;63400000;true;5400;3;GSL
FORD;AUTOMOVIL;F150 [10] XLT Lariat [FLARE SIDE] AT 5400CC 4X2;Particular;57900000;true;5400;3;GSL
FORD;AUTOMOVIL;F150 [10] ADRENALINE MT 5400CC 4X2;Particular;69800000;true;5400;3;GSL
FORD;AUTOMOVIL;F150 [10] ADRENALINE AT 5400CC 4X2;Particular;74500000;true;5400;3;GSL
FORD;AUTOMOVIL;F150 [10] SVT LIGHTNING AT 5400CC 4X2;Particular;94200000;true;5400;3;GSL
FORD;AUTOMOVIL;F150 [10] XL [STYLE SIDE] [SCAB] AT 4600CC 4X4;Particular;65400000;true;4600;4;GSL
FORD;AUTOMOVIL;RANGER XL F26PS3 MT 2600CC 4X4;Particular;53500000;false;2600;3;GSL
FORD;AUTOMOVIL;RANGER XL F22CS3 MT 2200CC 4X2;Particular;39800000;false;2200;3;GSL
FORD;AUTOMOVIL;F150 [10] XL [STYLE SIDE] MT 4200CC 4X4;Particular;51400000;true;4200;3;GSL
FORD;AUTOMOVIL;F150 [10] XL [STYLE SIDE] AT 4200CC 4X2;Particular;50100000;true;4200;3;GSL
FORD;AUTOMOVIL;RANGER XL F22CL3 MT 2200CC 4X2;Particular;40300000;false;2200;3;GSL
FORD;AUTOMOVIL;F150 [9] XL MT 5000CC 4X2;Particular;36800000;true;5000;3;GSL
FORD;AUTOMOVIL;F150 [11] XLT [SUPER CAB] AT 4600CC 4X2;Particular;67300000;true;4600;3;GSL
FORD;AUTOMOVIL;F150 [9] XLT MT 4900CC 4X4;Particular;37900000;true;4900;3;GSL
FORD;AUTOMOVIL;F150 [10] XL [STYLE SIDE] AT 5400CC 4X4;Particular;59700000;true;5400;3;GSL
FORD;AUTOMOVIL;F150 [10] XL [STYLE SIDE] MT 4200CC 4X2;Particular;47000000;true;4200;3;GSL
FORD;AUTOMOVIL;RANGER [2] SPLASH AT 4000CC 4X4;Particular;50700000;true;4000;3;GSL
FORD;AUTOMOVIL;F150 [9] XL AT 5800CC 4X4;Particular;42600000;true;5800;3;GSL
FORD;AUTOMOVIL;F150 [11] FX4 AT 5400CC 4X4;Particular;80500000;true;5402;3;GSL
FORD;AUTOMOVIL;RANGER [2] XLT [SCAB] MT 2300CC 4X2;Particular;47200000;true;2300;4;GSL
FORD;AUTOMOVIL;RANGER [2] XL [SCAB] MT 4000CC 4X2 USA;Particular;52200000;true;4000;3;GSL
FORD;AUTOMOVIL;F150 [10] XL [STYLE SIDE] [SCAB] MT 4600CC 4X4;Particular;61200000;true;4600;4;GSL
FORD;AUTOMOVIL;RANGER [3] XL [SCAB] AT 2300CC 4X2 USA;Particular;64800000;true;2300;3;GSL
FORD;AUTOMOVIL;F150 [12] XL AT 4600CC 4X2;Particular;73900000;true;4600;3;GSL
FORD;AUTOMOVIL;F150 [12] SVT RAPTOR [SCAB] AT 5400CC 4X4;Particular;112400000;true;5400;3;GSL
FORD;AUTOMOVIL;F150 [12] SVT RAPTOR [SCAB] AT 6200CC 4X4;Particular;135900000;true;6200;3;GSL
FORD;AUTOMOVIL;RANGER [2] SPLASH [SCAB] MT 4000CC 4X2;Particular;41700000;true;4000;3;GSL
FORD;AUTOMOVIL;F150 [8] XLT AT 5800CC 4X4;Particular;42200000;true;5800;3;GSL
FORD;AUTOMOVIL;F150 [12] XLT [SCAB] AT 3500CC 4X4;Particular;119000000;true;3496;5;GSL
FORD;AUTOMOVIL;RANGER [3] XLT [SCAB] AT 4000CC 4X4 USA;Particular;70000000;true;4000;3;GSL
FORD;AUTOMOVIL;F250 [3] SUPERDUTY XLT [SCAB] AT 6200CC 4X2 USA;Particular;124300000;true;6200;5;GSL
FORD;AUTOMOVIL;F150 [13] XLT [SCAB] TP 3500CC 4X4;Particular;123900000;true;3496;5;GSL
FORD;AUTOMOVIL;F150 [13] XLT TP 3500CC 4X4;Particular;120900000;true;3496;5;GSL
FORD;AUTOMOVIL;F150 [13] SVT RAPTOR [SCAB] TP 3500CC T 4X4;Particular;280000000;true;3496;3;GSL
FORD;AUTOMOVIL;F150 [13] [FL] XLT TP 3300CC 4X4;Particular;140000000;true;3343;3;GSL
FORD;AUTOMOVIL;RANGER [5] [FL] XL MT 2200CC TD 4X4 PH;Particular;136000000;true;2198;3;DSL
FORD;CAMION;F 250 F 250 [9] MT 5400CC 4X2;Publico;48200000;true;5400;2;GSL
FORD;CAMION;F150 [9] XL MT 5000CC 4X4;Publico;41000000;true;5000;0;GSL
FORD;CAMION;F150 [9] XL MT 5000CC 4X2;Publico;39800000;true;5400;0;GSL
FORD;AUTOMOVIL;RANGER [3] XL MT 2300CC EST;Particular;44000000;true;2300;3;GSL
FORD;AUTOMOVIL;F250 [9] XL MT 5800CC 4X4 EST;Particular;49700000;true;5800;3;GSL
FORD;AUTOMOVIL;RANGER XL F22CS9 MT 2200CC EST;Particular;39000000;false;2200;3;GSL
FORD;AUTOMOVIL;RANGER XL F22CL3 MT 2200CC 4X2 EST;Particular;40000000;false;2200;3;GSL
FORD;AUTOMOVIL;RANGER [3] XL MT 2500CC 4X2 EST;Particular;46100000;true;2500;3;GSL
FORD;AUTOMOVIL;RANGER XL F26CS9 MT 2600CC 4X4 EST;Particular;52800000;false;2600;3;GSL
FORD;AUTOMOVIL;NUEVA RANGER XL F22CL7 MT 2200CC 4X2 EST;Particular;43200000;false;2200;3;GSL
FORD;AUTOMOVIL;NUEVA RANGER XL F26C27 MT 2600CC 4X2 EST;Particular;45500000;false;2606;3;GSL
FORD;AUTOMOVIL;RANGER [5] [FL] XL MT 2200CC TD 4X4 EST;Particular;146000000;true;2198;3;DSL
FORD;CAMION;F150 [9] XL MT 5000CC 4X4;Publico;41500000;true;5000;0;GSL
FORD;CAMION;F150 [9] XL MT 5000CC 4X2;Publico;40400000;true;5000;0;GSL
FORD;CAMION;F 250 F 250 [9] MT 5400CC 4X2;Publico;48800000;true;5400;2;GSL
FORD;CAMION;RANGER XL MT 2300CC 4X2;Publico;39000000;true;2300;2;GSL
FORD;CAMION;RANGER XL F22CL3 MT 2200CC 4X2;Publico;41900000;false;2184;2;GSL
FORD;CAMION;RANGER XL F22CS9 MT 2200CC 4X2;Publico;41300000;false;2200;2;GSL
FORD;CAMION;NUEVA RANGER XL F22CL7 MT 2200CC 4X2;Publico;46000000;false;2200;2;GSL
FORD;CAMION;NUEVA RANGER XL F26C27 MT 2600CC 4X2;Publico;42300000;true;2600;2;GSL
FORD;AUTOMOVIL;RANGER [5] [FL] XL MT 2200CC TD 4X4 PF;Particular;148000000;true;2198;3;DSL
FORD;CAMION;RANGER XL F22CL3 [ASL] MT 2200CC 4X2;Publico;43900000;false;2184;2;GSL
FORD;CAMION;RANGER [3] XL [ASL] MT 2500CC 4X2;Publico;40300000;true;2500;2;GSL
FORD;CAMION;F 600 [2] F 600 MT 4X2;Publico;66100000;true;0;2;GSL
FORD;CAMION;F7000 [3] HD MT 5900CC TD 4X2;Publico;99200000;true;5884;2;DSL
FORD;CAMION;SERIE L LT 9000 MT TD 6X4;Publico;207500000;true;10000;2;DSL
FORD;CAMION;F 350 SUPER DUTY [1] MT 7300CC TD 4X2;Publico;102400000;true;7300;2;DSL
FORD;CAMION;F8000 [5] 230 in MT 5900CC TD 4X2;Publico;103300000;true;5884;2;DSL
FORD;CAMION;F7000 [4] HD MT 5900CC TD 4X2;Publico;103200000;true;5884;2;DSL
FORD;CAMION;CARGO 815 [LARGO] MT 3900CC TD 4X2;Publico;92100000;true;3920;2;DSL
FORD;CAMION;SERIE L LT 8000 MT TD 6X4;Publico;202600000;true;0;2;DSL
FORD;CAMION;CARGO 1721 [CORTO] MT 8300CC TD 4X2;Publico;160400000;true;8270;2;DSL
FORD;CAMION;F 350 F 350 [9] MT 5800CC 4X2;Publico;42900000;true;5800;2;GSL
FORD;CAMION;F 350 F 350 [9] MT 5800CC 4X2 AA;Publico;44200000;true;5800;2;GSL
FORD;CAMION;F700 [3] 225 in MT 7000CC 4X2;Publico;89300000;true;7000;2;GSL
FORD;CAMION;F8000 [4] HD MT 5900CC TD 4X2;Publico;103200000;true;5884;2;DSL
FORD;CAMION;CARGO 815 [CORTO] MT 3900CC TD 4X2;Publico;90100000;true;3920;2;DSL
FORD;CAMION;F 350 F 350 [VEN] MT 5400CC 4X4 AA;Publico;95400000;true;5400;2;GSL
FORD;CAMION;F 350 F 350 [VEN] MT 5400CC 4X2 AA;Publico;93100000;true;5400;2;GSL
FORD;CAMION;F 550 SUPER DUTY [2] MT 6000CC 4X4;Publico;69700000;true;6000;2;DSL
FORD;CAMION;F800 [3] HD MT 5900CC TD 4X2;Publico;99200000;true;0;2;DSL
FORD;CAMION;SERIE L LTS 9000 MT TD 6X4;Publico;210700000;true;10000;2;DSL
FORD;CAMION;CARGO 816 MT 4500CC TD 4X2 ABS;Publico;110800000;true;4462;2;DSL
FORD;CAMION;CARGO 1723 MT 6700CC TD 4X2 ABS;Publico;223500000;true;6693;2;DSL
FORD;CAMION;CARGO 1019 MT 4500CC TD 4X2 ABS;Publico;124000000;true;4462;2;DSL
FORD;CAMION;F 350 F 350 [9] MT 5800CC 4X2;Publico;43800000;true;5800;2;GSL
FORD;CAMION;F 450 SUPER DUTY [1] MT 7300CC TD 4X2;Publico;83900000;true;7300;2;DSL
FORD;CAMION;CARGO 815 [LARGO] MT 3900CC TD 4X2;Publico;93100000;true;3920;2;DSL
FORD;CAMION;F8000 [5] 230 in MT 5900CC TD 4X2;Publico;105800000;true;5884;2;DSL
FORD;CAMION;F700 [3] 225 in MT 7000CC 4X2;Publico;95100000;true;7000;2;GSL
FORD;CAMION;F8000 [4] HD MT 5900CC TD 4X2;Publico;105700000;true;5884;2;DSL
FORD;CAMION;CARGO 1721 [CORTO] MT 8300CC TD 4X2;Publico;163100000;true;8270;2;DSL
FORD;CAMION;CARGO 815 [CORTO] MT 3900CC TD 4X2;Publico;91600000;true;3920;2;DSL
FORD;CAMION;F7000 [4] HD MT 5900CC TD 4X2;Publico;105700000;true;5884;2;DSL
FORD;CAMION;F 600 [2] F 600 MT 4X2;Publico;70000000;true;0;2;GSL
FORD;CAMION;SERIE L LT 9000 MT TD 6X4;Publico;208800000;true;10000;2;DSL
FORD;CAMION;F 350 F 350 [VEN] MT 5400CC 4X2 AA;Publico;95100000;true;5400;2;GSL
FORD;CAMION;F7000 [3] HD MT 5900CC TD 4X2;Publico;101500000;true;5884;2;DSL
FORD;CAMION;F800 [3] HD MT 5900CC TD 4X2;Publico;98200000;true;0;2;DSL
FORD;CAMION;SERIE L LT 8000 MT TD 6X4;Publico;204000000;true;0;2;DSL
FORD;CAMION;F 350 F 350 [7] MT 5800CC 4X2;Publico;45900000;true;5800;2;GSL
FORD;CAMION;CARGO 1019 MT 4500CC TD 4X2 ABS;Publico;124300000;true;4462;2;DSL
FORD;CAMION;CARGO 816 MT 4500CC TD 4X2 ABS;Publico;111800000;true;4462;2;DSL
FORD;CAMION;F 450 SUPER DUTY AT 6700CC TD 4X4;Publico;251100000;true;6700;2;DSL
FORD;CAMION;F 350 F 350 [9] [ASL] MT 5800CC 4X2 AA;Publico;47700000;true;5800;2;GSL
FORD;CAMION;CARGO 815 [CORTO] [ASL] MT 3900CC TD 4X2;Publico;99100000;true;3920;2;DSL
FORD;CAMION;F7000 [4] HD [ASL] MT 5900CC TD 4X2;Publico;112200000;true;5884;2;DSL
FORD;CAMION;F 350 F 350 [9] [ASL] AT 5800CC 4X4 AA;Publico;55100000;true;5800;2;GSL
FORD;CAMION;F 450 SUPER DUTY XL [ASL] AT 6700CC TD 4X4 [DC];Publico;219900000;true;6700;5;DSL
FORD;CAMION;CARGO 1019 [ASL] MT 4500CC TD 4X2 ABS;Publico;140000000;true;4462;2;DSL
FORD;CAMION;CARGO 816 [ASL] MT 4500CC TD 4X2 ABS;Publico;124100000;true;4462;2;DSL
FORD;CAMION;CARGO 1721 [LARGO] [ASL] MT 8300CC TD 4X2;Publico;177300000;true;8270;2;DSL
FORD;CAMION;SERIE L LT 8000 MT TD 6X4;Publico;208200000;true;0;2;DSL
FORD;CAMION;F8000 [5] 158 in [CORTO] MT 5900CC TD 4X2;Publico;109500000;true;5884;2;DSL
FORD;CAMION;CARGO 1721 [CORTO] MT 8300CC TD 4X2;Publico;162800000;true;8270;2;DSL
FORD;CAMION;CARGO 815 [CORTO] MT 3900CC TD 4X2;Publico;99100000;true;3920;2;DSL
FORD;CAMION;F 750 SUPER DUTY XLT MT TD 4X2;Publico;167300000;true;0;2;DSL
FORD;CAMION;F 350 F 350 [9] MT 5800CC 4X2;Publico;45500000;true;5800;2;GSL
FORD;CAMION;F7000 [4] HD MT 5900CC TD 4X2;Publico;146000000;true;5884;2;DSL
FORD;CAMION;F 600 [2] F 600 MT 4X2;Publico;107500000;true;0;2;GSL
FORD;CAMION;F7000 [3] HD MT 5900CC TD 4X2;Publico;140300000;true;5884;2;DSL
FORD;CAMION;F8000 [4] HD MT 5900CC TD 4X2;Publico;111500000;true;5884;2;DSL
FORD;CAMION;F800 [3] HD MT 5900CC TD 4X2;Publico;106600000;true;0;2;DSL
FORD;CAMION;SERIE L LT 9000 MT TD 6X4;Publico;213000000;true;10000;2;DSL
FORD;CAMION;CARGO 3129 MT 6700CC TD 6X4 ABS;Publico;254000000;true;6693;2;DSL
FORD;CAMION;SERIE L LT 9000 MT TD 6X4 [STD];Publico;223700000;true;10000;2;DSL
FORD;CAMION;SERIE L LTL 9000 [1] MT DSL 6X4 [STD];Publico;222100000;true;0;2;DSL
FORD;CAMION;F8000 [5] 158 in MT 5900CC TD 4X2;Publico;119000000;true;5884;2;DSL
FORD;CAMION;SERIE L LTL 9000 [2] MT TD 6X4 [STD];Publico;226300000;true;0;2;DSL
FORD;CAMION;F7000 [4] HD MT 5900CC TD 4X2;Publico;118100000;true;5884;2;DSL
FORD;CAMION;SERIE L LTLA 9000 AEROMAX MT TD 6X4 [FULL];Publico;237300000;true;0;2;DSL
FORD;CAMION;SERIE L LTA 9000 AEROMAX MT TD 6X4 [STD];Publico;230400000;true;0;2;DSL
FORD;CAMION;CARGO 1721 MT 8300CC TD 4X2;Publico;135400000;true;8270;2;DSL
FORD;CAMION;SERIE L LTLA 9000 AEROMAX MT TD 6X4 [FULL] [CMS];Publico;254300000;true;0;2;DSL
FORD;CAMION;SERIE L LTLA 9000 AEROMAX MT TD 6X4 [FULL] [CMD];Publico;274100000;true;0;2;DSL
FORD;CAMION;SERIE L LNT 8000 MT TD 6X4;Publico;224000000;true;10000;2;DSL
FORD;CAMION;F7000 [3] HD MT 5900CC TD 4X2;Publico;117300000;true;5884;2;DSL
FORD;CAMION;B 600 B 600 MT DSL 4X2 [URB];Publico;85600000;true;0;42;DSL
FORD;CAMION;SUPER DUTY SUPER DUTY MT 7300CC DSL 4X2 [URB];Publico;88800000;true;7300;30;DSL
FORD;CAMION;F 350 XLT MT 4X2 [INT];Publico;47400000;true;0;20;GSL
FORD;AUTOMOVIL;ECONOLINE [4] E-150 CHATEAU AT 5400CC;Particular;134900000;true;5400;15;GSL
FORD;AUTOMOVIL;ECONOLINE [3] E-150 MT 4900CC;Particular;33000000;true;4916;5;GSL
FORD;AUTOMOVIL;ECONOLINE [4] E-350 XL SD AT 7300CC;Particular;96000000;true;7300;11;DSL
FORD;AUTOMOVIL;ECONOLINE [3] E-350 XL SD AT 5800CC;Particular;62000000;true;5800;5;GSL
FORD;AUTOMOVIL;ECONOLINE [4] E-350 XL SD AT 5800CC;Particular;72000000;true;5800;11;GSL
FORD;AUTOMOVIL;ECONOLINE [4] E-350 XL SD AT 5400CC;Particular;82600000;true;5400;11;GSL
FORD;AUTOMOVIL;ECONOLINE [4] E-150 XL AT 5400CC;Particular;110000000;true;5400;15;GSL
FORD;AUTOMOVIL;ECONOLINE [4] E-350 XLT SD AT 5400CC;Particular;82600000;true;5400;11;GSL
FORD;AUTOMOVIL;ECONOLINE [5] E-350 XLT SD AT 5400CC;Particular;90700000;true;5400;11;GSL
FORD;AUTOMOVIL;ECONOLINE [4] E-250 SD AT 4200CC;Particular;100000000;true;4200;19;GSL
FORD;AUTOMOVIL;ECONOLINE [4] E-350 XL SD AT 6800CC;Particular;72700000;true;6800;11;GSL
FORD;AUTOMOVIL;ECONOLINE [3] E-100 AT 4900CC;Particular;86600000;true;4900;15;GSL
FORD;AUTOMOVIL;ECONOLINE [5] E-350 XLT SD [Extended] AT 6800CC;Particular;105000000;true;6800;16;GSL
FORD;AUTOMOVIL;ECONOLINE [5] E-350 XLT SD [Extended] AT 5400CC;Particular;97200000;true;5400;11;GSL
FORD;AUTOMOVIL;ECONOLINE [5] E-350 XLT AT 6800CC;Particular;107100000;true;6800;12;GSL
MOTO GUZZI;MOTOCICLETA;V10 CENTAURO MT 1000CC;Particular;66000000;true;992;2;GSL
MOTO GUZZI;MOTOCICLETA;CALIFORNIA 1400 CUSTOM MT 1400CC;Particular;74400000;true;1380;2;GSL
MOTO GUZZI;MOTOCICLETA;V7 II RACER MT 700CC;Particular;40200000;true;744;2;GSL
MOTO GUZZI;MOTOCICLETA;STELVIO NTX MT 1200CC 8V ABS;Particular;71700000;true;1151;2;GSL
MOTO GUZZI;MOTOCICLETA;GRISO 1200 MT 1200CC 8V;Particular;67900000;true;1151;2;GSL
MOTO GUZZI;MOTOCICLETA;V7 II STONE MT 700CC;Particular;34200000;true;744;2;GSL
MOTO GUZZI;MOTOCICLETA;V7 II SPECIAL MT 700CC;Particular;40200000;true;744;2;GSL
MOTO GUZZI;MOTOCICLETA;V85 TT MT 850CC ABS;Particular;60000000;true;853;2;GSL
MOTO GUZZI;MOTOCICLETA;V9 BOBBER SPORT MT 850CC ABS;Particular;60000000;true;853;1;GSL
MOTO GUZZI;MOTOCICLETA;V7 III RACER 10TH ANNIVERSARY MT 700CC ABS;Particular;64000000;true;744;2;GSL
HYUNDAI;AUTOMOVIL;EXCEL GS MT 1500CC 3P;Particular;20700000;true;1499;5;GSL
HYUNDAI;AUTOMOVIL;EXCEL L MT 1300CC 3P;Particular;19700000;true;1300;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT GLS MT 1500CC 5P;Particular;22900000;true;1499;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT WEB MT 1300CC 3P;Particular;20100000;true;1341;5;GSL
HYUNDAI;AUTOMOVIL;TIBURON [1] 1.8 MT 1800CC 3P;Particular;49700000;true;1800;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT LS MT 1500CC 5P;Particular;22200000;true;1499;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT WEB SPORT/GS MT 1500CC 3P;Particular;20300000;true;1499;5;GSL
HYUNDAI;AUTOMOVIL;ATOS [1] GL MT 1000CC;Particular;18300000;true;1000;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT VERNA GLS MT 1500CC 5P SA;Particular;27400000;true;1499;5;GSL
HYUNDAI;AUTOMOVIL;TIBURON [1] FX MT 2000CC;Particular;52500000;true;1975;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT VERNA L MT 1300CC 3P;Particular;24000000;true;1341;5;GSL
HYUNDAI;AUTOMOVIL;ATOS [1] GL MT 1000CC TAXI;Publico;27800000;true;1000;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT VERNA L MT 1500CC 3P;Particular;25000000;true;1499;5;GSL
HYUNDAI;AUTOMOVIL;ATOS [1] [FL] GL MT 1000CC;Particular;19100000;true;1000;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT VERNA GL MT 1500CC 5P;Particular;26600000;true;1499;5;GSL
HYUNDAI;AUTOMOVIL;ELANTRA FL GLS XD MT 2000CC 5P AB ABS;Particular;43600000;true;2000;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT VERNA S. PONY GL MT 1500CC 5P TAXI;Publico;16800000;true;1500;5;GSL
HYUNDAI;AUTOMOVIL;TIBURON [2] FX AT 2000CC;Particular;57500000;true;1975;5;GSL
HYUNDAI;AUTOMOVIL;ATOS [2] PRIME MT 1000CC CITY TAXI;Publico;28500000;true;1000;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT VERNA S. PONY GLS MT 1500CC TAXI;Publico;19300000;true;1500;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT GYRO L MT 1500CC 3P;Particular;29600000;true;1499;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT GYRO GLS MT 1500CC 5P SA;Particular;28700000;true;1495;5;GSL
HYUNDAI;AUTOMOVIL;GETZ [1] [FL] GL/GLS AT 1600CC 5P 16V AA;Particular;31800000;true;1599;5;GSL
HYUNDAI;AUTOMOVIL;GETZ [1] [FL] GL/GLS MT 1600CC 5P 16V AA;Particular;30900000;true;1599;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT GYRO GL MT 1500CC 5P;Particular;27500000;true;1499;5;GSL
HYUNDAI;AUTOMOVIL;GETZ [1] [FL] GL/GLS MT 1600CC 5P 16V SA;Particular;29300000;true;1599;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT GYRO GLS AT 1500CC 5P SA;Particular;30000000;true;1495;5;GSL
HYUNDAI;AUTOMOVIL;GETZ [1] GL MT 1300CC 5P 12V;Particular;25700000;true;1341;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT GYRO GL MT 1500CC 5P TAXI;Publico;20800000;true;1495;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT GYRO GL MT 1300CC 5P;Particular;25600000;true;1341;5;GSL
HYUNDAI;AUTOMOVIL;ATOS [2] SANTRO MT 1000CC;Particular;20000000;true;1000;5;GSL
HYUNDAI;AUTOMOVIL;GETZ [1] GL MT 1300CC 3P 12V;Particular;24400000;true;1341;5;GSL
HYUNDAI;AUTOMOVIL;ATOS [2] SANTRO MT 1100CC;Particular;20300000;true;1100;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT GYRO L MT 1300CC 3P;Particular;28400000;true;1341;5;GSL
HYUNDAI;AUTOMOVIL;ATOS [2] SANTRO MT 1100CC TAXI;Publico;28500000;true;1100;5;GSL
HYUNDAI;AUTOMOVIL;ATOS [2] SANTRO MT 1100CC AA FE;Particular;21500000;true;1100;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT GYRO GL MT 1300CC 5P DH;Particular;26100000;true;1341;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT GYRO L MT 1300CC 3P AA;Particular;29700000;true;1341;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT GYRO GL MT 1300CC 5P AA;Particular;26600000;true;1341;5;GSL
HYUNDAI;AUTOMOVIL;ACCENT GYRO GLS AT 1500CC 5P AA;Particular;32200000;true;1495;5;GSL
HYUNDAI;AUTOMOVIL;GETZ [1] GL MT 1300CC 5P 12V DH;Particular;26600000;true;1341;5;GSL
